Type;AssetCodeISIN;DeclarationDate;ExDate;CashAmount;Period;PaymentDate;Notes;Hash
RENDIMENTO;BRBLCACTF009;2022-04-08;2022-04-08;0.50500000000;Fevereiro/2022;2022-04-18;;7355835466188183211
RENDIMENTO;BRBLCACTF009;2022-03-09;2022-03-09;0.50500000000;Janeiro/2022;2022-03-16;;18271241993498670249
RENDIMENTO;BRBLCACTF009;2022-02-08;2022-02-08;0.53000000000;Dezembro/2021;2022-02-15;;1045706709182571585
RENDIMENTO;BRBLCACTF009;2022-01-10;2022-01-10;0.53000000000;Novembro/2021;2022-01-17;;17522814144355158105
RENDIMENTO;BRBLCAR01M12;2021-12-08;2021-12-08;0.32345203700;Outubro/2021;2021-12-15;;12020878086559536129
RENDIMENTO;BRBLCAR02M11;2021-12-08;2021-12-08;0.32345203700;Outubro/2021;2021-12-15;;512804889331628783
RENDIMENTO;BRBLCAR01M12;2021-10-08;2021-10-08;0.19896909700;Setembro/2021;2021-10-18;;13996899400660814083
RENDIMENTO;BRBLCAR02M11;2021-10-08;2021-10-08;0.17802498100;Setembro/2021;2021-10-18;;12018419144052718082
AMORTIZACAO RF;BRBLCAR01M12;2021-09-28;2021-09-28;14.00000000000;Setembro/2021;2021-10-05;;3076005826684888085
AMORTIZACAO RF;BRBLCAR02M11;2021-09-28;2021-09-28;14.00000000000;Setembro/2021;2021-10-05;;1236714921755713343
RENDIMENTO;BRBLMCCTF004;2022-06-14;2022-06-14;1.25000000000;Maio/2022;2022-06-22;;16894050471767263321
RENDIMENTO;BRBLMCCTF004;2022-05-13;2022-05-13;1.20000000000;Abril/2022;2022-05-20;;5022468304092924110
RENDIMENTO;BRBLMCCTF004;2022-04-14;2022-04-14;1.15000000000;Março/2022;2022-04-25;;16027282003517034957
RENDIMENTO;BRBLMCCTF004;2022-03-15;2022-03-15;1.10000000000;Fevereiro/2022;2022-03-22;;8722706317290809447
RENDIMENTO;BRBLMCCTF004;2022-02-14;2022-02-14;1.10000000000;Janeiro/2022;2022-02-21;;14888941930588285279
RENDIMENTO;BRBLMCCTF004;2022-01-14;2022-01-14;1.12000000000;Dezembro/2021;2022-01-21;;10269947619995077990
RENDIMENTO;BRBLMCCTF004;2021-12-14;2021-12-14;1.20000000000;Novembro/2021;2021-12-21;;17135111677796907760
RENDIMENTO;BRBLMCCTF004;2021-11-16;2021-11-16;1.05000000000;Outubro/2021;2021-11-23;;7307503645292544922
RENDIMENTO;BRBLMCCTF004;2021-10-15;2021-10-15;1.05000000000;Setembro/2021;2021-10-22;;5113766829119615922
RENDIMENTO;BRBLMCCTF004;2021-09-15;2021-09-15;0.89088322900;Agosto/2021;2021-09-22;;7247558306839124303
RENDIMENTO;BRBLMCCTF004;2021-08-13;2021-08-13;1.04781321600;Julho/2021;2021-08-20;;4041012891552700301
RENDIMENTO;BRBLMCCTF004;2021-07-15;2021-07-15;0.62212510600;Junho/2021;2021-07-22;;13488140125755383479
RENDIMENTO;BRBLMGCTF005;2022-06-07;2022-06-07;0.80000000000;05-2022/2022;2022-06-14;;593156734473141966
RENDIMENTO;BRBLMGCTF005;2022-05-06;2022-05-06;0.80000000000;04-2022/2022;2022-05-13;;10880691727954640292
RENDIMENTO;BRBLMGCTF005;2022-04-07;2022-04-07;0.80000000000;03-2022/2022;2022-04-14;;17428522744458754518
RENDIMENTO;BRBLMGCTF005;2022-03-08;2022-03-08;0.80000000000;02-2022/2022;2022-03-15;;16687713610277090298
RENDIMENTO;BRBLMGCTF005;2022-02-07;2022-02-07;0.80000000000;01-2022/2022;2022-02-14;;17052321796219718498
RENDIMENTO;BRBLMGCTF005;2022-01-07;2022-01-07;0.90000000000;12-2021/2021;2022-01-14;;10760375293864022554
RENDIMENTO;BRBLMGCTF005;2021-12-07;2021-12-07;0.90000000000;11-2021/2021;2021-12-14;;13073861854534677154
RENDIMENTO;BRBLMGCTF005;2021-11-08;2021-11-08;0.90000000000;10-2021/2021;2021-11-16;;9080912206893216827
RENDIMENTO;BRBLMGCTF005;2021-10-07;2021-10-07;0.90000000000;09-2021/2021;2021-10-15;;13519091141279379357
RENDIMENTO;BRBLMGCTF005;2021-09-08;2021-09-08;0.90000000000;08-2021/2021;2021-09-15;;17417693606953006127
RENDIMENTO;BRBLMGCTF005;2021-08-06;2021-08-06;0.90000000000;07-2021/2021;2021-08-13;;7161270341861636535
RENDIMENTO;BRBLMGCTF005;2021-07-07;2021-07-07;0.90000000000;06-2021/2021;2021-07-15;;16982115690012197766
RENDIMENTO;BRBLMRCTF002;2022-06-06;2022-06-06;0.07500000000;5/2022;2022-06-14;;11870813719785525711
RENDIMENTO;BRBLMRCTF002;2022-05-05;2022-05-05;0.07500000000;4/2022;2022-05-13;;6999097136310589307
RENDIMENTO;BRBLMRCTF002;2022-04-06;2022-04-06;0.07500000000;3/2022;2022-04-14;;3934412779083182293
RENDIMENTO;BRBLMRCTF002;2022-03-07;2022-03-07;0.07500000000;2/2022;2022-03-15;;8664313552214286135
RENDIMENTO;BRBLMRCTF002;2022-02-04;2022-02-04;0.07500000000;1/2022;2022-02-14;;16928749476884281514
RENDIMENTO;BRBLMRCTF002;2022-01-06;2022-01-06;0.08030000000;12/2021;2022-01-14;;4339662103935553424
RENDIMENTO;BRBLMRCTF002;2021-12-06;2021-12-06;0.06500000000;11/2021;2021-12-14;;5046753200289163360
RENDIMENTO;BRBLMRCTF002;2021-11-05;2021-11-05;0.06500000000;10/2021;2021-11-16;;18101763194726790540
RENDIMENTO;BRBLMRCTF002;2021-10-06;2021-10-06;0.06500000000;09/2021;2021-10-15;;8146000482709736497
RENDIMENTO;BRBLMRCTF002;2021-09-06;2021-09-06;0.65000000000;08/2021;2021-09-15;;18256090150421294668
RENDIMENTO;BRBLMRCTF002;2021-08-05;2021-08-05;0.65000000000;07/2021;2021-08-13;;18155770494721600764
RENDIMENTO;BRBLMRCTF002;2021-07-06;2021-07-06;0.65000000000;06/2021;2021-07-15;;15300365880408726353
RENDIMENTO;BRBCIACTF005;2022-05-31;2022-05-31;0.74000000000;MAIO/2022;2022-06-29;;17433119404204559372
RENDIMENTO;BRBCIACTF005;2022-04-29;2022-04-29;0.71000000000;ABRIL/2022;2022-05-27;;10326945946874876281
RENDIMENTO;BRBCIACTF005;2022-03-31;2022-03-31;0.68000000000;MARÇO/2022;2022-04-29;;3916008986503682959
RENDIMENTO;BRBCIACTF005;2022-02-25;2022-02-25;0.68000000000;FEVEREIRO/2022;2022-03-29;;11523097643731160561
RENDIMENTO;BRBCIACTF005;2022-01-31;2022-01-31;0.64000000000;JANEIRO/2022;2022-02-25;;10725292937944393196
RENDIMENTO;BRBCIACTF005;2021-12-30;2021-12-30;0.64000000000;DEZEMBRO/2021;2022-01-28;;7013946544723525885
RENDIMENTO;BRBCIACTF005;2021-11-30;2021-11-30;0.64000000000;NOVEMBRO/2021;2021-12-28;;6847445132286931887
RENDIMENTO;BRBCIACTF005;2021-10-29;2021-10-29;0.64000000000;OUTUBRO/2021;2021-11-30;;84347965088089575
RENDIMENTO;BRBCIACTF005;2021-09-30;2021-09-30;0.64000000000;SETEMBRO/2021;2021-10-29;;2710067852889644135
RENDIMENTO;BRBCIACTF005;2021-08-31;2021-08-31;0.64000000000;AGOSTO/2021;2021-09-29;;17415485058287119230
RENDIMENTO;BRBCIACTF005;2021-07-30;2021-07-30;0.64000000000;JULHO/2021;2021-08-27;;13131910572710970589
RENDIMENTO;BRBCIACTF005;2021-06-30;2021-06-30;0.64000000000;JUNHO/2021;2021-07-28;;17777986355927128108
RENDIMENTO;BRBREVCTF008;2022-06-06;2022-06-06;0.54000000000;MAIO/20225/2022;2022-06-14;;14209322688899360018
RENDIMENTO;BRBREVCTF008;2022-05-05;2022-05-05;0.56000000000;ABRIL/2022/2022;2022-05-13;;15419916993305813784
RENDIMENTO;BRBREVCTF008;2022-04-06;2022-04-06;0.57000000000;MARÇO/2022/2022;2022-04-14;;12479155247689559502
RENDIMENTO;BRBREVCTF008;2022-03-07;2022-03-07;0.55000000000;FEVEREIRO/2022/2022;2022-03-15;;17243779891938418858
RENDIMENTO;BRBREVCTF008;2022-02-04;2022-02-04;0.56000000000;JANEIRO/2022/2022;2022-02-14;;2242466203256621025
RENDIMENTO;BRBREVCTF008;2022-01-06;2022-01-06;0.54000000000;DEZEMBRO/2021/2021;2022-01-14;;5487626029788428799
RENDIMENTO;BRBREVCTF008;2021-12-06;2021-12-06;0.56000000000;NOVEMBRO/2021/2021;2021-12-14;;8298460099245747015
RENDIMENTO;BRBREVCTF008;2021-11-05;2021-11-05;0.49000000000;OUTUBRO/2021/2021;2021-11-16;;824004706365681730
RENDIMENTO;BRBREVCTF008;2021-10-05;2021-10-05;0.53000000000;SETEMBRO/2021/2021;2021-10-15;;4562012893967625067
RENDIMENTO;BRBREVCTF008;2021-09-06;2021-09-06;0.51000000000;AGOSTO/2021/2021;2021-09-15;;11159406213803224834
RENDIMENTO;BRBREVCTF008;2021-08-05;2021-08-05;0.53000000000;JULHO/2021/2021;2021-08-13;;15448136100241368129
RENDIMENTO;BRBREVCTF008;2021-07-06;2021-07-06;0.74000000000;JUNHO/2021/2021;2021-07-14;;17357198066940116801
RENDIMENTO;BRCARECTF000;2021-09-06;2021-09-06;0.00167700000;AGOSTO/2021;2021-09-15;;17298588824300731025
RENDIMENTO;BRCARECTF000;2021-08-05;2021-08-05;0.00167700000;JULHO/2021;2021-08-13;;8550691433877065807
RENDIMENTO;BRCARECTF000;2021-07-06;2021-07-06;0.00167722531;JUNHO/2021;2021-07-15;;8205162653054242240
RENDIMENTO;BRBRCOCTF007;2022-05-31;2022-05-31;0.65000000000;MAIO/2022;2022-06-10;;1705824429150306453
RENDIMENTO;BRBRCOCTF007;2022-04-29;2022-04-29;0.63000000000;ABRIL/2022;2022-05-10;;8209404350773526573
RENDIMENTO;BRBRCOCTF007;2022-03-31;2022-03-31;0.63000000000;MARÇO/2022;2022-04-07;;11575838504659791186
RENDIMENTO;BRBRCOCTF007;2022-02-25;2022-02-25;0.63000000000;FEVEREIRO/2022;2022-03-08;;12261539497381175584
RENDIMENTO;BRBRCOCTF007;2022-01-31;2022-01-31;0.63000000000;JANEIRO/2022;2022-02-07;;7224546905992584784
RENDIMENTO;BRBRCOCTF007;2021-12-30;2021-12-30;0.63000000000;DEZEMBRO/2021;2022-01-07;;14334909825218420091
RENDIMENTO;BRBRCOCTF007;2021-11-30;2021-11-30;0.60000000000;NOVEMBRO/2021;2021-12-07;;9251139727974785700
RENDIMENTO;BRBRCOCTF007;2021-10-29;2021-10-29;0.57000000000;OUTUBRO/2021;2021-11-08;;6140789524301899890
RENDIMENTO;BRBRCOCTF007;2021-09-30;2021-09-30;0.57000000000;SETEMBRO/2021;2021-10-07;;11332239742180426994
RENDIMENTO;BRBRCOCTF007;2021-08-31;2021-08-31;0.57000000000;AGOSTO/2021;2021-09-08;;11443929207096915458
RENDIMENTO;BRBRCOCTF007;2021-07-30;2021-07-30;0.57000000000;JULHO/2021;2021-08-06;;15839696954677023785
RENDIMENTO;BRBRCOCTF007;2021-06-30;2021-06-30;0.54000000000;JUNHO/2021;2021-07-07;;12330191609456498525
RENDIMENTO;BRBICECTF007;2022-01-31;2022-01-31;5.40000000000;Janeiro/2022;2022-02-07;;15634459969009039463
RENDIMENTO;BRBICECTF007;2021-12-30;2021-12-30;1.80000000000;Dezembro/2021;2022-01-07;;14687459576842101315
RENDIMENTO;BRBICECTF007;2021-11-30;2021-11-30;67.58690000000;Novembro/2021;2021-12-14;;17756609764048295524
RENDIMENTO;BRBIMECTF006;2022-06-06;2022-06-06;0.15000000000;maio/2022;2022-06-14;;15989859921906113219
RENDIMENTO;BRBIMECTF006;2022-05-05;2022-05-05;0.14000000000;Abril/2022;2022-05-13;;9798107415946924521
RENDIMENTO;BRBIMECTF006;2022-04-06;2022-04-06;0.12000000000;Março/2022;2022-04-14;;4439524140547346191
RENDIMENTO;BRBIMECTF006;2022-03-07;2022-03-07;0.11000000000;Fevereiro/2022;2022-03-15;;15553483617368982588
RENDIMENTO;BRBIMECTF006;2022-02-04;2022-02-04;0.10000000000;Janeiro/2022;2022-02-14;;7768216168706455775
RENDIMENTO;BRBIMECTF006;2021-12-31;2022-01-06;0.09811000000;Dezembro/2021;2022-01-14;;14988485500874673050
RENDIMENTO;BRBIMECTF006;2021-12-06;2021-12-06;0.02200000000;Novembro/2021;2021-12-14;;4897834438830860465
RENDIMENTO;BRBIMER01M11;2021-11-17;2021-11-17;0.00219768600;Outubro/2021;2021-11-24;;13227333865670849561
AMORTIZACAO RF;BRBRIMCTF008;2022-05-31;2022-05-31;40.27797800000;Maio/2022;2022-06-14;;5023960394677829249
RENDIMENTO;BRBRIMCTF008;2022-03-31;2022-03-31;48.00000000000;Março/2022;2022-04-14;;4721819487734458910
RENDIMENTO;BRBRIMCTF008;2022-02-25;2022-02-25;12.10000000000;Fevereiro/2022;2022-03-15;;5130821461608593174
RENDIMENTO;BRBRIMCTF008;2022-01-31;2022-01-31;44.00000000000;Janeiro/2022;2022-02-14;;5171968061600431334
RENDIMENTO;BRBRIMCTF008;2021-12-30;2021-12-30;7.65000000000;Dezembro/2021;2022-01-14;;6082008288887682359
RENDIMENTO;BRBRIMCTF008;2021-11-30;2021-11-30;32.22238342364;Novembro/2021;2021-12-14;;12406386276282373396
AMORTIZACAO RF;BRBRIMCTF008;2021-08-31;2021-08-31;32.22238232607;Agosto/2021;2021-09-15;;832731031373205467
RENDIMENTO;BRBTLGCTF000;2022-06-15;2022-06-15;0.72000000000;Maio/2022;2022-06-24;;16304504887590854577
RENDIMENTO;BRBTLGCTF000;2022-05-13;2022-05-13;0.72000000000;Abril/2022;2022-05-25;;15744625700658726596
RENDIMENTO;BRBTLGR19M17;2022-05-13;2022-05-13;0.90818832400;Abril/2022;2022-05-25;;2249851162563184589
RENDIMENTO;BRBTLGR20M14;2022-05-13;2022-05-13;0.54872392000;Abril/2022;2022-05-25;;10867232860525278628
RENDIMENTO;BRBTLGCTF000;2022-04-14;2022-04-14;0.72000000000;Março/2022;2022-04-25;;4127535935120240519
RENDIMENTO;BRBTLGCTF000;2022-03-15;2022-03-15;0.72000000000;Fevereiro/2022;2022-03-22;;12313470154577799440
RENDIMENTO;BRBTLGCTF000;2022-02-15;2022-02-15;0.72000000000;Janeiro/2022;2022-02-25;;3994877011850629765
RENDIMENTO;BRBTLGCTF000;2022-01-14;2022-01-14;0.72000000000;Dezembro/2021;2022-01-25;;17350395507014402706
RENDIMENTO;BRBTLGCTF000;2021-12-15;2021-12-15;0.72000000000;Novembro/2021;2021-12-23;;6839808492654508102
RENDIMENTO;BRBTLGCTF000;2021-11-12;2021-11-12;0.72000000000;Outubro/2021;2021-11-25;;17433269226850218143
RENDIMENTO;BRBTLGCTF000;2021-10-15;2021-10-15;0.72000000000;Setembro/2021;2021-10-25;;14606042290264134873
RENDIMENTO;BRBTLGCTF000;2021-09-15;2021-09-15;0.72000000000;Agosto/2021;2021-09-24;;10900825147845230922
RENDIMENTO;BRBTLGCTF000;2021-08-06;2021-08-06;0.74000000000;Julho/2021;2021-08-13;;15938842673848951883
RENDIMENTO;BRBTLGCTF000;2021-07-15;2021-07-15;0.70000000000;Junho/2021;2021-07-23;;4156481040482383904
RENDIMENTO;BRBTLGR15M11;2021-07-15;2021-07-15;0.43000000000;Junho/2021;2021-07-23;;5079150762362753602
RENDIMENTO;BRBTLGR16M10;2021-07-15;2021-07-15;0.29000000000;Junho/2021;2021-07-23;;13055511360432592482
RENDIMENTO;BRBTWRCTF004;2022-05-31;2022-05-31;0.50000000000;Maio/2022;2022-06-14;;4751703375527356115
RENDIMENTO;BRBTWRCTF004;2022-04-29;2022-04-29;0.43000000000;Abril/2022;2022-05-13;;729261683938171788
RENDIMENTO;BRBTWRCTF004;2022-03-31;2022-03-31;0.37000000000;Março/2022;2022-04-14;;1242418538979928025
RENDIMENTO;BRBTWRCTF004;2022-02-25;2022-02-25;0.30000000000;Fevereiro/2022;2022-03-15;;16690408252366361092
RENDIMENTO;BRBTWRCTF004;2022-01-31;2022-01-31;0.24970000000;Janeiro/2022;2022-02-14;;12746876665083577818
RENDIMENTO;BRBTWRCTF004;2021-12-30;2021-12-30;0.48880000000;Dezembro/2021;2022-01-14;;9492389612731543363
RENDIMENTO;BRBTWRCTF004;2021-11-30;2021-11-30;0.31810000000;Novembro/2021;2021-12-14;;13954906640746737767
RENDIMENTO;BRBTWRCTF004;2021-10-29;2021-10-29;0.27000000000;Outubro/2021;2021-11-16;;16248196957872682686
RENDIMENTO;BRBTWRCTF004;2021-09-30;2021-09-30;0.21000000000;Setembro/2021;2021-10-15;;10188659142657391844
RENDIMENTO;BRBTWRCTF004;2021-08-31;2021-08-31;0.15000000000;Agosto/2021;2021-09-15;;16400802200291692974
RENDIMENTO;BRBTWRCTF004;2021-07-30;2021-07-30;0.15000000000;julho/2021;2021-08-13;;9732670246235055962
RENDIMENTO;BRBTWRCTF004;2021-06-30;2021-06-30;0.56000000000;primeiro semestre/2021;2021-07-14;;3035445237623576683
RENDIMENTO;BRBTSGCTF005;2022-05-31;2022-05-31;0.78000000000;Maio/2022;2022-06-14;;12707354504791757349
RENDIMENTO;BRBTSGCTF005;2022-04-29;2022-04-29;0.78000000000;ABRIL/2022;2022-05-13;;13792358866181862478
RENDIMENTO;BRBTSGCTF005;2022-03-31;2022-03-31;0.78000000000;MARÇO/2022;2022-04-14;;18429797335410771181
RENDIMENTO;BRBTSGCTF005;2022-02-25;2022-02-25;0.79000000000;Fevereiro/2022;2022-03-15;;835304837838527610
RENDIMENTO;BRBTSGCTF005;2022-01-31;2022-01-31;0.79000000000;Janeiro/2022;2022-02-14;;17753596557810498159
RENDIMENTO;BRBTSGCTF005;2021-12-30;2021-12-30;0.79000000000;Dezembro/2021;2022-01-14;;12883416347685560764
RENDIMENTO;BRCRFFCTF006;2022-06-01;2022-06-01;0.59000000000;5/2022;2022-06-10;;14262283283361787845
RENDIMENTO;BRCRFFCTF006;2022-05-02;2022-05-02;0.57000000000;4/2022;2022-05-11;;13238134516265872001
RENDIMENTO;BRCRFFCTF006;2022-04-01;2022-04-01;0.52000000000;3/2022;2022-04-12;;4562411343314367419
RENDIMENTO;BRCRFFCTF006;2022-03-02;2022-03-02;0.51000000000;2/2022;2022-03-11;;16527290907976736432
RENDIMENTO;BRCRFFCTF006;2022-02-01;2022-02-01;0.51000000000;1/2022;2022-02-10;;1971485339618283727
RENDIMENTO;BRCRFFCTF006;2022-01-03;2022-01-03;0.51000000000;12/2021;2022-01-12;;14575350249915148082
RENDIMENTO;BRCRFFCTF006;2021-12-01;2021-12-01;0.40000000000;11/2021;2021-12-10;;6937168799343596165
RENDIMENTO;BRCRFFCTF006;2021-11-01;2021-11-01;0.40000000000;10/2021;2021-11-11;;13866352231436562935
RENDIMENTO;BRCRFFCTF006;2021-10-01;2021-10-01;0.40000000000;9/2021;2021-10-13;;9344639654060749228
RENDIMENTO;BRCRFFCTF006;2021-09-01;2021-09-01;0.40000000000;8/2021;2021-09-13;;16659020127609013511
RENDIMENTO;BRCRFFCTF006;2021-08-02;2021-08-02;0.40000000000;7/2021;2021-08-11;;9428878001448034375
RENDIMENTO;BRCRFFCTF006;2021-07-01;2021-07-01;0.37000000000;6/2021;2021-07-12;;7189370557257553238
RENDIMENTO;BRCXRICTF003;2022-06-01;2022-06-01;0.55000000000;5/2022;2022-06-10;;17117236814184257607
RENDIMENTO;BRCXRICTF003;2022-05-02;2022-05-02;0.53000000000;4/2022;2022-05-11;;11446262234416839728
RENDIMENTO;BRCXRICTF003;2022-04-01;2022-04-01;0.51000000000;3/2022;2022-04-12;;2869370867599060533
RENDIMENTO;BRCXRICTF003;2022-03-02;2022-03-02;0.51000000000;2/2022;2022-03-11;;13359378766263473501
RENDIMENTO;BRCXRICTF003;2022-02-01;2022-02-01;0.51000000000;1/2022;2022-02-10;;12414825890343954022
RENDIMENTO;BRCXRICTF003;2022-01-03;2022-01-03;0.55000000000;12/2021;2022-01-12;;15224500603808917937
RENDIMENTO;BRCXRICTF003;2021-12-01;2021-12-01;0.45000000000;11/2021;2021-12-10;;5660994794454799728
RENDIMENTO;BRCXRICTF003;2021-11-01;2021-11-01;0.45000000000;10/2021;2021-11-11;;6804801833063501814
RENDIMENTO;BRCXRICTF003;2021-10-01;2021-10-01;0.45000000000;9/2021;2021-10-13;;2176782074891564609
RENDIMENTO;BRCXRICTF003;2021-09-01;2021-09-01;0.45000000000;8/2021;2021-09-13;;17264781950686762866
RENDIMENTO;BRCXRICTF003;2021-08-02;2021-08-02;0.45000000000;7/2021;2021-08-11;;1586488579045023062
RENDIMENTO;BRCXRICTF003;2021-07-01;2021-07-01;0.35930000000;6/2021;2021-07-12;;183165218509450084
RENDIMENTO;BRCPFFCTF000;2022-06-08;2022-06-08;0.62000000000;Maio/2022;2022-06-17;;3184501407101928032
RENDIMENTO;BRCPFFCTF000;2022-05-09;2022-05-09;0.60000000000;Abril/2022;2022-05-17;;17276112937017990254
RENDIMENTO;BRCPFFCTF000;2022-04-08;2022-04-08;0.60000000000;Março/2022;2022-04-19;;16213186592172973775
RENDIMENTO;BRCPFFCTF000;2022-03-09;2022-03-09;0.63000000000;Fevereiro/2022;2022-03-16;;6932674842057040650
RENDIMENTO;BRCPFFCTF000;2022-02-08;2022-02-08;0.71000000000;Janeiro/2022;2022-02-16;;11152391405555811036
RENDIMENTO;BRCPFFCTF000;2022-01-10;2022-01-10;0.61000000000;Dezembro/2021;2022-01-18;;8188034801581226921
RENDIMENTO;BRCPFFCTF000;2021-12-08;2021-12-08;0.46000000000;Novembro/2021;2021-12-16;;11879440235496538515
RENDIMENTO;BRCPFFCTF000;2021-11-09;2021-11-09;0.52000000000;Outubro/2021;2021-11-18;;2834838146581606547
RENDIMENTO;BRCPFFCTF000;2021-10-08;2021-10-08;0.72000000000;Setembro/2021;2021-10-19;;9668174481152883354
RENDIMENTO;BRCPFFR09M11;2021-10-08;2021-10-08;0.31288622900;Setembro/2021;2021-10-19;;16552091348039576928
RENDIMENTO;BRCPFFR10M18;2021-10-08;2021-10-08;0.18754500800;Setembro/2021;2021-10-19;;822776659290150380
RENDIMENTO;BRCPFFCTF000;2021-09-09;2021-09-09;0.70000000000;Agosto/2021;2021-09-17;;8937537393891558452
RENDIMENTO;BRCPFFCTF000;2021-08-09;2021-08-09;0.81000000000;Julho/2021;2021-08-17;;17767703786917305536
RENDIMENTO;BRCPFFCTF000;2021-07-08;2021-07-08;0.80000000000;Junho/2021;2021-07-19;;5052122731241737985
AMORTIZACAO RF;BRCPFFCTF000;2020-09-09;2020-09-09;0.50000000000;Agosto/2020;2020-09-17;;7424865864671229948
RENDIMENTO;BRCPTSCTF004;2022-06-10;2022-06-10;1.12000000000;Maio/2022;2022-06-20;;4392404959693687884
RENDIMENTO;BRCPTSR23M12;2022-06-10;2022-06-10;0.87270789700;Maio/2022;2022-06-20;;12631858491260740835
RENDIMENTO;BRCPTSR24M11;2022-06-10;2022-06-10;0.50327051500;Maio/2022;2022-06-20;;8068887770025076503
RENDIMENTO;BRCPTSR25M10;2022-06-10;2022-06-10;0.25367531800;Maio/2022;2022-06-20;;7421374625916080259
RENDIMENTO;BRCPTSCTF004;2022-05-11;2022-05-11;1.08000000000;Abril/2022;2022-05-18;;6204812172125397830
RENDIMENTO;BRCPTSR23M12;2022-05-11;2022-05-11;0.09052628700;Abril/2022;2022-05-18;;14080687153097878829
RENDIMENTO;BRCPTSCTF004;2022-04-12;2022-04-12;1.10000000000;Março/2022;2022-04-20;;10013868605044266720
RENDIMENTO;BRCPTSCTF004;2022-03-11;2022-03-11;1.10000000000;Fevereiro/2022;2022-03-18;;10992799396225561542
RENDIMENTO;BRCPTSCTF004;2022-02-10;2022-02-10;1.10000000000;Janeiro/2022;2022-02-17;;1181149118464742235
RENDIMENTO;BRCPTSCTF004;2022-01-12;2022-01-12;1.10000000000;Dezembro/2021;2022-01-19;;8084860225763575521
RENDIMENTO;BRCPTSCTF004;2021-12-10;2021-12-10;1.00000000000;Novembro/2021;2021-12-17;;9621051197217987685
RENDIMENTO;BRCPTSR21M14;2021-12-10;2021-12-10;0.35307939600;Novembro/2021;2021-12-17;;16659245236844938915
RENDIMENTO;BRCPTSR22M13;2021-12-10;2021-12-10;0.11673205500;Novembro/2021;2021-12-17;;16842178889523586076
RENDIMENTO;BRCPTSCTF004;2021-11-11;2021-11-11;1.01000000000;Outubro/2021;2021-11-19;;1505234617949813520
RENDIMENTO;BRCPTSCTF004;2021-10-13;2021-10-13;1.00000000000;Setembro/2021;2021-10-20;;15804525810377791018
RENDIMENTO;BRCPTSCTF004;2021-09-13;2021-09-13;0.99900000000;Agosto/2021;2021-09-20;;2023665645770808201
RENDIMENTO;BRCPTSCTF004;2021-08-11;2021-08-11;1.01000000000;Julho/2021;2021-08-18;;11978091080600417159
RENDIMENTO;BRCPTSCTF004;2021-07-13;2021-07-13;1.00000000000;Junho/2021;2021-07-20;;12822021254061406382
RENDIMENTO;BRCPTSR18M19;2021-07-13;2021-07-13;0.25250747100;Junho/2021;2021-07-20;;1397097930118984852
RENDIMENTO;BRCPTSR19M18;2021-07-13;2021-07-13;0.15140425600;Junho/2021;2021-07-20;;1146558150666015149
RENDIMENTO;BRCPTSR20M15;2021-07-13;2021-07-13;0.06737666300;Junho/2021;2021-07-20;;2466604495409827767
RENDIMENTO;BRCACRR02M14;2022-06-17;2022-06-17;0.43000000000;Junho/2022;2022-06-22;;2761114049902779633
RENDIMENTO;BRCACRR01M15;2022-06-15;2022-06-15;0.43000000000;Junho/2022;2022-06-22;;15448530893366360003
RENDIMENTO;BRCACRR03M13;2022-06-15;2022-06-15;0.07000000000;Junho/2022;2022-06-22;;15605056499403580059
RENDIMENTO;BRCACRR01M15;2022-06-01;2022-06-01;0.31000000000;Maio/2022;2022-06-08;;9715495714237709491
RENDIMENTO;BRCACRCTF004;2022-05-31;2022-05-31;1.41000000000;Maio/2022;2022-06-08;;10870118355959313938
RENDIMENTO;BRCACRCTF004;2022-04-29;2022-04-29;1.50000000000;Abril/2022;2022-05-09;;285256104359581433
RENDIMENTO;BRCACRCTF004;2022-03-31;2022-03-31;1.44000000000;Março/2022;2022-04-08;;6617444410640594184
RENDIMENTO;BRCACRCTF004;2022-02-25;2022-02-25;1.50000000000;FEVEREIRO/2022;2022-03-09;;852182767829521645
RENDIMENTO;BRCACRCTF004;2022-01-31;2022-01-31;1.50000000000;Janeiro/2022;2022-02-08;;18413023360759543830
RENDIMENTO;BRCACRCTF004;2021-12-30;2021-12-30;1.59000000000;Dezembro/2021;2022-01-10;;5116987135858376084
RENDIMENTO;BRCACRCTF004;2021-11-30;2021-11-30;1.51000000000;Novembro/2021;2021-12-08;;14723802840098341493
RENDIMENTO;BRCBOPCTF001;2022-05-31;2022-05-31;0.49000000000;Maio/2022;2022-06-14;;6679214502519886613
RENDIMENTO;BRCBOPCTF001;2022-04-29;2022-04-29;0.49000000000;Abril/2022;2022-05-13;;1424857302221428003
RENDIMENTO;BRCBOPCTF001;2022-03-31;2022-03-31;0.49000000000;Março/2022;2022-04-14;;9482987622617093392
RENDIMENTO;BRCBOPCTF001;2022-02-25;2022-02-25;0.49000000000;Fevereiro/2022;2022-03-15;;10352438427542607848
RENDIMENTO;BRCBOPCTF001;2022-01-31;2022-01-31;0.49000000000;Janeiro/2022;2022-02-14;;9592139967198500305
